Id,Time,Machine,Component,Parameter,Value
4954,2024-08-11T03:20:22.493257Z,Dozer_1,Misc,System Voltage,15.75
4955,2024-08-11T03:20:22.493257Z,Dozer_1,Misc,Exhaust Gas Temperature,360.23
4956,2024-08-11T03:20:22.493257Z,Dozer_1,Misc,Hydraulic Pump Rate,125.29
4957,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Engine,Engine Oil Pressure,25.2
4958,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Engine,Engine Temperature,103.04
4959,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Engine,Engine Speed,1778.21
4960,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Fuel,Water Fuel,1786.8
4961,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Fuel,Fuel Temperature,398.75
4962,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Fuel,Fuel Level,1.04
4963,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Fuel,Fuel Pressure,31.07
4964,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Drive,Brake Control,1.04
4965,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Drive,Pedal Sensor,6.64
4966,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Drive,Transmission Pressure,202.93
4967,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,20.08
4968,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Misc,System Voltage,15.75
4969,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,360.01
4970,2024-08-11T03:20:22.493257Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.51
4971,2024-08-11T03:20:23.509326Z,Excavator_1,Engine,Engine Oil Pressure,25.22
4972,2024-08-11T03:20:23.509326Z,Excavator_1,Engine,Engine Temperature,103.25
4973,2024-08-11T03:20:23.509326Z,Excavator_1,Engine,Engine Speed,1782.39
4974,2024-08-11T03:20:23.509326Z,Excavator_1,Fuel,Water Fuel,1787.88
4975,2024-08-11T03:20:23.509326Z,Excavator_1,Fuel,Fuel Temperature,398.56
4976,2024-08-11T03:20:23.509326Z,Excavator_1,Fuel,Fuel Level,1.05
4977,2024-08-11T03:20:23.509326Z,Excavator_1,Fuel,Fuel Pressure,31.13
4978,2024-08-11T03:20:23.509326Z,Excavator_1,Drive,Brake Control,1.05
4979,2024-08-11T03:20:23.509326Z,Excavator_1,Drive,Pedal Sensor,6.62
4980,2024-08-11T03:20:23.509326Z,Excavator_1,Drive,Transmission Pressure,202.36
4981,2024-08-11T03:20:23.509326Z,Excavator_1,Misc,Air Filter Pressure Drop,20.04
4982,2024-08-11T03:20:23.509326Z,Excavator_1,Misc,System Voltage,15.75
4983,2024-08-11T03:20:23.509326Z,Excavator_1,Misc,Exhaust Gas Temperature,359.65
4984,2024-08-11T03:20:23.509326Z,Excavator_1,Misc,Hydraulic Pump Rate,124.64
4985,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Engine,Engine Oil Pressure,25.23
4986,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Engine,Engine Temperature,103.2
4987,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Engine,Engine Speed,1777.69
4988,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Fuel,Water Fuel,1787.71
4989,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Fuel,Fuel Temperature,398.63
4990,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Fuel,Fuel Level,1.08
4991,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Fuel,Fuel Pressure,31.13
4992,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Drive,Brake Control,1.05
4993,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Drive,Pedal Sensor,6.6
4994,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Drive,Transmission Pressure,201.88
4995,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,20.06
4996,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Misc,System Voltage,15.75
4997,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,359.48
4998,2024-08-11T03:20:23.509326Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.79
4999,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,25.23
5000,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Engine,Engine Temperature,103.28
5001,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Engine,Engine Speed,1776.36
5002,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Fuel,Water Fuel,1788.0
5003,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Fuel,Fuel Temperature,398.57
5004,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Fuel,Fuel Level,1.07
5005,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Fuel,Fuel Pressure,31.22
5006,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Drive,Brake Control,1.04
5007,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Drive,Pedal Sensor,6.59
5008,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Drive,Transmission Pressure,201.15
5009,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,20.07
5010,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Misc,System Voltage,15.75
5011,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,359.15
5012,2024-08-11T03:20:23.509326Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,125.28
5013,2024-08-11T03:20:23.509326Z,Dozer_1,Engine,Engine Oil Pressure,25.18
5014,2024-08-11T03:20:23.509326Z,Dozer_1,Engine,Engine Temperature,103.33
5015,2024-08-11T03:20:23.509326Z,Dozer_1,Engine,Engine Speed,1779.05
5016,2024-08-11T03:20:23.509326Z,Dozer_1,Fuel,Water Fuel,1787.86
5017,2024-08-11T03:20:23.509326Z,Dozer_1,Fuel,Fuel Temperature,398.67
5018,2024-08-11T03:20:23.509326Z,Dozer_1,Fuel,Fuel Level,1.04
5019,2024-08-11T03:20:23.509326Z,Dozer_1,Fuel,Fuel Pressure,31.24
5020,2024-08-11T03:20:23.509326Z,Dozer_1,Drive,Brake Control,1.04
5021,2024-08-11T03:20:23.509326Z,Dozer_1,Drive,Pedal Sensor,6.58
5022,2024-08-11T03:20:23.509326Z,Dozer_1,Drive,Transmission Pressure,200.74
5023,2024-08-11T03:20:23.509326Z,Dozer_1,Misc,Air Filter Pressure Drop,20.12
5024,2024-08-11T03:20:23.509326Z,Dozer_1,Misc,System Voltage,15.75
5025,2024-08-11T03:20:23.509326Z,Dozer_1,Misc,Exhaust Gas Temperature,359.31
5026,2024-08-11T03:20:23.509326Z,Dozer_1,Misc,Hydraulic Pump Rate,124.75
5027,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Engine,Engine Oil Pressure,25.2
5028,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Engine,Engine Temperature,103.48
5029,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Engine,Engine Speed,1774.36
5030,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Fuel,Water Fuel,1788.37
5031,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Fuel,Fuel Temperature,398.49
5032,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Fuel,Fuel Level,1.04
5033,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Fuel,Fuel Pressure,31.25
5034,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Drive,Brake Control,1.06
5035,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Drive,Pedal Sensor,6.58
5036,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Drive,Transmission Pressure,200.81
5037,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,20.09
5038,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Misc,System Voltage,15.74
5039,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,359.43
5040,2024-08-11T03:20:23.509326Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.95
5041,2024-08-11T03:20:24.516749Z,Excavator_1,Engine,Engine Oil Pressure,25.19
5042,2024-08-11T03:20:24.516749Z,Excavator_1,Engine,Engine Temperature,103.32
5043,2024-08-11T03:20:24.516749Z,Excavator_1,Engine,Engine Speed,1778.38
5044,2024-08-11T03:20:24.516749Z,Excavator_1,Fuel,Water Fuel,1786.61
5045,2024-08-11T03:20:24.516749Z,Excavator_1,Fuel,Fuel Temperature,398.57
5046,2024-08-11T03:20:24.516749Z,Excavator_1,Fuel,Fuel Level,1.08
5047,2024-08-11T03:20:24.516749Z,Excavator_1,Fuel,Fuel Pressure,31.26
5048,2024-08-11T03:20:24.516749Z,Excavator_1,Drive,Brake Control,1.05
5049,2024-08-11T03:20:24.516749Z,Excavator_1,Drive,Pedal Sensor,6.58
5050,2024-08-11T03:20:24.516749Z,Excavator_1,Drive,Transmission Pressure,201.63
5051,2024-08-11T03:20:24.516749Z,Excavator_1,Misc,Air Filter Pressure Drop,20.11
5052,2024-08-11T03:20:24.516749Z,Excavator_1,Misc,System Voltage,15.74
5053,2024-08-11T03:20:24.516749Z,Excavator_1,Misc,Exhaust Gas Temperature,359.25
5054,2024-08-11T03:20:24.516749Z,Excavator_1,Misc,Hydraulic Pump Rate,124.48
5055,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Engine,Engine Oil Pressure,25.21
5056,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Engine,Engine Temperature,103.38
5057,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Engine,Engine Speed,1775.93
5058,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Fuel,Water Fuel,1788.91
5059,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Fuel,Fuel Temperature,398.6
5060,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Fuel,Fuel Level,1.09
5061,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Fuel,Fuel Pressure,31.28
5062,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Drive,Brake Control,1.04
5063,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Drive,Pedal Sensor,6.56
5064,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Drive,Transmission Pressure,200.72
5065,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,20.08
5066,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Misc,System Voltage,15.74
5067,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,359.68
5068,2024-08-11T03:20:24.516749Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.59
5069,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,25.18
5070,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Engine,Engine Temperature,103.4
5071,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Engine,Engine Speed,1771.1
5072,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Fuel,Water Fuel,1788.27
5073,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Fuel,Fuel Temperature,398.56
5074,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Fuel,Fuel Level,1.11
5075,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Fuel,Fuel Pressure,31.35
5076,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Drive,Brake Control,1.03
5077,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Drive,Pedal Sensor,6.54
5078,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Drive,Transmission Pressure,201.67
5079,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,20.07
5080,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Misc,System Voltage,15.74
5081,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,360.07
5082,2024-08-11T03:20:24.516749Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.84
5083,2024-08-11T03:20:24.516749Z,Dozer_1,Engine,Engine Oil Pressure,25.22
5084,2024-08-11T03:20:24.516749Z,Dozer_1,Engine,Engine Temperature,103.54
5085,2024-08-11T03:20:24.516749Z,Dozer_1,Engine,Engine Speed,1770.17
5086,2024-08-11T03:20:24.516749Z,Dozer_1,Fuel,Water Fuel,1790.31
5087,2024-08-11T03:20:24.516749Z,Dozer_1,Fuel,Fuel Temperature,398.32
5088,2024-08-11T03:20:24.516749Z,Dozer_1,Fuel,Fuel Level,1.12
5089,2024-08-11T03:20:24.516749Z,Dozer_1,Fuel,Fuel Pressure,31.39
5090,2024-08-11T03:20:24.516749Z,Dozer_1,Drive,Brake Control,1.04
5091,2024-08-11T03:20:24.516749Z,Dozer_1,Drive,Pedal Sensor,6.54
5092,2024-08-11T03:20:24.516749Z,Dozer_1,Drive,Transmission Pressure,202.09
5093,2024-08-11T03:20:24.516749Z,Dozer_1,Misc,Air Filter Pressure Drop,20.05
5094,2024-08-11T03:20:24.516749Z,Dozer_1,Misc,System Voltage,15.74
5095,2024-08-11T03:20:24.516749Z,Dozer_1,Misc,Exhaust Gas Temperature,360.2
5096,2024-08-11T03:20:24.516749Z,Dozer_1,Misc,Hydraulic Pump Rate,124.37
5097,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Engine,Engine Oil Pressure,25.25
5098,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Engine,Engine Temperature,103.52
5099,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Engine,Engine Speed,1765.66
5100,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Fuel,Water Fuel,1790.86
5101,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Fuel,Fuel Temperature,398.28
5102,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Fuel,Fuel Level,1.16
5103,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Fuel,Fuel Pressure,31.42
5104,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Drive,Brake Control,1.04
5105,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Drive,Pedal Sensor,6.54
5106,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Drive,Transmission Pressure,201.51
5107,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,20.0
5108,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Misc,System Voltage,15.73
5109,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,360.55
5110,2024-08-11T03:20:24.516749Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.41
5111,2024-08-11T03:20:25.519966Z,Excavator_1,Engine,Engine Oil Pressure,25.21
5112,2024-08-11T03:20:25.519966Z,Excavator_1,Engine,Engine Temperature,103.4
5113,2024-08-11T03:20:25.519966Z,Excavator_1,Engine,Engine Speed,1769.98
5114,2024-08-11T03:20:25.519966Z,Excavator_1,Fuel,Water Fuel,1790.84
5115,2024-08-11T03:20:25.519966Z,Excavator_1,Fuel,Fuel Temperature,398.22
5116,2024-08-11T03:20:25.519966Z,Excavator_1,Fuel,Fuel Level,1.12
5117,2024-08-11T03:20:25.519966Z,Excavator_1,Fuel,Fuel Pressure,31.49
5118,2024-08-11T03:20:25.519966Z,Excavator_1,Drive,Brake Control,1.01
5119,2024-08-11T03:20:25.519966Z,Excavator_1,Drive,Pedal Sensor,6.53
5120,2024-08-11T03:20:25.519966Z,Excavator_1,Drive,Transmission Pressure,201.17
5121,2024-08-11T03:20:25.519966Z,Excavator_1,Misc,Air Filter Pressure Drop,20.02
5122,2024-08-11T03:20:25.519966Z,Excavator_1,Misc,System Voltage,15.73
5123,2024-08-11T03:20:25.519966Z,Excavator_1,Misc,Exhaust Gas Temperature,360.67
5124,2024-08-11T03:20:25.519966Z,Excavator_1,Misc,Hydraulic Pump Rate,124.33
5125,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Engine,Engine Oil Pressure,25.17
5126,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Engine,Engine Temperature,103.53
5127,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Engine,Engine Speed,1772.21
5128,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Fuel,Water Fuel,1793.07
5129,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Fuel,Fuel Temperature,398.27
5130,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Fuel,Fuel Level,1.13
5131,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Fuel,Fuel Pressure,31.57
5132,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Drive,Brake Control,1.02
5133,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Drive,Pedal Sensor,6.52
5134,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Drive,Transmission Pressure,201.29
5135,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,20.05
5136,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Misc,System Voltage,15.72
5137,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,360.51
5138,2024-08-11T03:20:25.519966Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,123.97
5139,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,25.14
5140,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Engine,Engine Temperature,103.39
5141,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Engine,Engine Speed,1772.45
5142,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Fuel,Water Fuel,1792.46
5143,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Fuel,Fuel Temperature,398.5
5144,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Fuel,Fuel Level,1.13
5145,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Fuel,Fuel Pressure,31.61
5146,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Drive,Brake Control,1.03
5147,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Drive,Pedal Sensor,6.52
5148,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Drive,Transmission Pressure,200.82
5149,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,20.07
5150,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Misc,System Voltage,15.71
5151,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,360.4
5152,2024-08-11T03:20:25.519966Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.09
5153,2024-08-11T03:20:25.519966Z,Dozer_1,Engine,Engine Oil Pressure,25.18
5154,2024-08-11T03:20:25.519966Z,Dozer_1,Engine,Engine Temperature,103.33
5155,2024-08-11T03:20:25.519966Z,Dozer_1,Engine,Engine Speed,1771.29
5156,2024-08-11T03:20:25.519966Z,Dozer_1,Fuel,Water Fuel,1793.71
5157,2024-08-11T03:20:25.519966Z,Dozer_1,Fuel,Fuel Temperature,398.38
5158,2024-08-11T03:20:25.519966Z,Dozer_1,Fuel,Fuel Level,1.13
5159,2024-08-11T03:20:25.519966Z,Dozer_1,Fuel,Fuel Pressure,31.62
5160,2024-08-11T03:20:25.519966Z,Dozer_1,Drive,Brake Control,1.04
5161,2024-08-11T03:20:25.519966Z,Dozer_1,Drive,Pedal Sensor,6.51
5162,2024-08-11T03:20:25.519966Z,Dozer_1,Drive,Transmission Pressure,201.4
5163,2024-08-11T03:20:25.519966Z,Dozer_1,Misc,Air Filter Pressure Drop,20.03
5164,2024-08-11T03:20:25.519966Z,Dozer_1,Misc,System Voltage,15.71
5165,2024-08-11T03:20:25.519966Z,Dozer_1,Misc,Exhaust Gas Temperature,360.02
5166,2024-08-11T03:20:25.519966Z,Dozer_1,Misc,Hydraulic Pump Rate,124.05
5167,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Engine,Engine Oil Pressure,25.22
5168,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Engine,Engine Temperature,103.16
5169,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Engine,Engine Speed,1776.05
5170,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Fuel,Water Fuel,1795.7
5171,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Fuel,Fuel Temperature,398.44
5172,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Fuel,Fuel Level,1.08
5173,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Fuel,Fuel Pressure,31.69
5174,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Drive,Brake Control,1.06
5175,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Drive,Pedal Sensor,6.51
5176,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Drive,Transmission Pressure,201.61
5177,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,20.0
5178,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Misc,System Voltage,15.71
5179,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,359.56
5180,2024-08-11T03:20:25.519966Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,123.77
5181,2024-08-11T03:20:26.525005Z,Excavator_1,Engine,Engine Oil Pressure,72.24
5182,2024-08-11T03:20:26.525005Z,Excavator_1,Engine,Engine Temperature,107.2
5183,2024-08-11T03:20:26.525005Z,Excavator_1,Engine,Engine Speed,1808.04
5184,2024-08-11T03:20:26.525005Z,Excavator_1,Fuel,Water Fuel,1808.26
5185,2024-08-11T03:20:26.525005Z,Excavator_1,Fuel,Fuel Temperature,409.04
5186,2024-08-11T03:20:26.525005Z,Excavator_1,Fuel,Fuel Level,0.0
5187,2024-08-11T03:20:26.525005Z,Excavator_1,Fuel,Fuel Pressure,65.23
5188,2024-08-11T03:20:26.525005Z,Excavator_1,Drive,Brake Control,0.0
5189,2024-08-11T03:20:26.525005Z,Excavator_1,Drive,Pedal Sensor,6.51
5190,2024-08-11T03:20:26.525005Z,Excavator_1,Drive,Transmission Pressure,455.5
5191,2024-08-11T03:20:26.525005Z,Excavator_1,Misc,Air Filter Pressure Drop,13.23
5192,2024-08-11T03:20:26.525005Z,Excavator_1,Misc,System Voltage,5.87
5193,2024-08-11T03:20:26.525005Z,Excavator_1,Misc,Exhaust Gas Temperature,371.17
5194,2024-08-11T03:20:26.525005Z,Excavator_1,Misc,Hydraulic Pump Rate,133.12
5195,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Engine,Engine Oil Pressure,16.67
5196,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Engine,Engine Temperature,107.2
5197,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Engine,Engine Speed,1808.04
5198,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Fuel,Water Fuel,1808.26
5199,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Fuel,Fuel Temperature,409.04
5200,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Fuel,Fuel Level,0.0
5201,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Fuel,Fuel Pressure,27.73
5202,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Drive,Brake Control,0.0
5203,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Drive,Pedal Sensor,6.51
5204,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Drive,Transmission Pressure,195.09
5205,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,13.23
5206,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Misc,System Voltage,17.16
5207,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,371.17
5208,2024-08-11T03:20:26.525005Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,133.12
5209,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,68.77
5210,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Engine,Engine Temperature,107.2
5211,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Engine,Engine Speed,1808.04
5212,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Fuel,Water Fuel,1808.26
5213,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Fuel,Fuel Temperature,409.04
5214,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Fuel,Fuel Level,0.0
5215,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Fuel,Fuel Pressure,73.08
5216,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Drive,Brake Control,0.0
5217,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Drive,Pedal Sensor,6.51
5218,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Drive,Transmission Pressure,457.47
5219,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,13.23
5220,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Misc,System Voltage,2.27
5221,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,371.17
5222,2024-08-11T03:20:26.525005Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,133.12
5223,2024-08-11T03:20:26.525005Z,Dozer_1,Engine,Engine Oil Pressure,17.24
5224,2024-08-11T03:20:26.525005Z,Dozer_1,Engine,Engine Temperature,107.2
5225,2024-08-11T03:20:26.525005Z,Dozer_1,Engine,Engine Speed,1808.04
5226,2024-08-11T03:20:26.525005Z,Dozer_1,Fuel,Water Fuel,1808.26
5227,2024-08-11T03:20:26.525005Z,Dozer_1,Fuel,Fuel Temperature,409.04
5228,2024-08-11T03:20:26.525005Z,Dozer_1,Fuel,Fuel Level,0.0
5229,2024-08-11T03:20:26.525005Z,Dozer_1,Fuel,Fuel Pressure,27.81
5230,2024-08-11T03:20:26.525005Z,Dozer_1,Drive,Brake Control,0.0
5231,2024-08-11T03:20:26.525005Z,Dozer_1,Drive,Pedal Sensor,6.51
5232,2024-08-11T03:20:26.525005Z,Dozer_1,Drive,Transmission Pressure,191.33
5233,2024-08-11T03:20:26.525005Z,Dozer_1,Misc,Air Filter Pressure Drop,13.23
5234,2024-08-11T03:20:26.525005Z,Dozer_1,Misc,System Voltage,23.3
5235,2024-08-11T03:20:26.525005Z,Dozer_1,Misc,Exhaust Gas Temperature,371.17
5236,2024-08-11T03:20:26.525005Z,Dozer_1,Misc,Hydraulic Pump Rate,133.12
5237,2024-08-11T03:20:26.525005Z,Crawler_Loader_1,Engine,Engine Oil Pressure,67.05
5238,2024-08-11T03:20:26.525005Z,Crawler_Loader_1,Engine,Engine Temperature,107.2
5239,2024-08-11T03:20:26.525005Z,Crawler_Loader_1,Engine,Engine Speed,1808.04
5240,2024-08-11T03:20:26.525005Z,Crawler_Loader_1,Fuel,Water Fuel,1808.26
5241,2024-08-11T03:20:26.525005Z,Crawler_Loader_1,Fuel,Fuel Temperature,409.04
5242,2024-08-11T03:20:26.525005Z,Crawler_Loader_1,Fuel,Fuel Level,0.0
5243,2024-08-11T03:20:26.525005Z,Crawler_Loader_1,Fuel,Fuel Pressure,74.53
